0.201,0.9529793415172189
0.202,0.954864544746643
0.203,0.9567120515588305
0.20400000000000001,0.9585217890173758
0.20500000000000002,0.9602936856769431
0.20600000000000002,0.9620276715860859
0.20700000000000002,0.9637236782900097
0.20800000000000002,0.9653816388332739
0.209,0.967001487762435
0.21,0.9685831611286311
0.211,0.9701265964901058
0.212,0.9716317329146739
0.213,0.9730985109821265
0.214,0.9745268727865771
0.215,0.9759167619387473
0.216,0.9772681235681935
0.217,0.9785809043254721
0.218,0.9798550523842469
0.219,0.9810905174433341
0.22,0.9822872507286886
0.221,0.9834452049953297
0.222,0.9845643345292053
0.223,0.985644595148998
0.224,0.986685944207868
0.225,0.9876883405951378
0.226,0.9886517447379141
0.227,0.9895761186026509
0.228,0.9904614256966512
0.229,0.9913076310695066
0.23,0.9921147013144779
0.231,0.9928826045698137
0.232,0.9936113105200084
0.233,0.9943007903969989
0.234,0.9949510169813002
0.23500000000000001,0.99556196460308
0.23600000000000002,0.9961336091431725
0.23700000000000002,0.9966659280340299
0.23800000000000002,0.9971589002606139
0.23900000000000002,0.9976125063612252
0.24,0.9980267284282716
0.241,0.998401550108975
0.242,0.9987369566060175
0.243,0.9990329346781247
0.244,0.9992894726405892
0.245,0.9995065603657316
0.246,0.9996841892832999
0.247,0.999822352380809
0.248,0.9999210442038161
0.249,0.9999802608561371
0.25,1.0
0.251,0.9999802608561371
0.252,0.9999210442038161
0.253,0.999822352380809
0.254,0.9996841892832999
0.255,0.9995065603657316
0.256,0.9992894726405892
0.257,0.9990329346781247
0.258,0.9987369566060175
0.259,0.998401550108975
0.26,0.9980267284282716
0.261,0.9976125063612252
0.262,0.9971589002606139
0.263,0.9966659280340299
0.264,0.9961336091431725
0.265,0.99556196460308
0.266,0.9949510169813002
0.267,0.9943007903969989
0.268,0.9936113105200084
0.269,0.9928826045698137
0.27,0.9921147013144778
0.271,0.9913076310695066
0.272,0.9904614256966512
0.273,0.9895761186026509
0.274,0.988651744737914
0.275,0.9876883405951377
0.276,0.986685944207868
0.277,0.985644595148998
0.278,0.9845643345292053
0.279,0.9834452049953296
0.28,0.9822872507286886
0.281,0.9810905174433341
0.28200000000000003,0.9798550523842469
0.28300000000000003,0.9785809043254721
0.28400000000000003,0.9772681235681934
0.28500000000000003,0.9759167619387474
0.28600000000000003,0.9745268727865771
0.28700000000000003,0.9730985109821265
0.28800000000000003,0.9716317329146739
0.289,0.9701265964901059
0.29,0.9685831611286312
0.291,0.9670014877624351
0.292,0.965381638833274
0.293,0.9637236782900097
0.294,0.9620276715860859
0.295,0.9602936856769431
0.296,0.958521789017376
0.297,0.9567120515588305
0.298,0.9548645447466431
0.299,0.9529793415172189
0.3,0.9510565162951536
0.301,0.9490961449902947
0.302,0.9470983049947443
0.303,0.9450630751798049
0.304,0.9429905358928645
0.305,0.9408807689542255
0.306,0.9387338576538742
0.307,0.9365498867481924
0.308,0.9343289424566121
0.309,0.932071112458211
0.31,0.9297764858882515
0.311,0.9274451533346614
0.312,0.925077206834458
0.313,0.9226727398701149
0.314,0.9202318473658704
0.315,0.9177546256839813
0.316,0.9152411726209176
0.317,0.9126915874035029
0.318,0.9101059706849957
0.319,0.9074844245411169
0.32,0.9048270524660195
0.321,0.9021339593682027
0.322,0.8994052515663712
0.323,0.896641036785236
0.324,0.8938414241512639
0.325,0.8910065241883679
0.326,0.8881364488135446
0.327,0.8852313113324553
0.328,0.8822912264349533
0.329,0.8793163101905562
0.33,0.8763066800438635
0.331,0.87326245480992
0.332,0.8701837546695257
0.333,0.8670707011644901
0.334,0.8639234171928354
0.335,0.8607420270039436
0.336,0.8575266561936522
0.337,0.8542774316992952
0.338,0.8509944817946917
0.339,0.8476779360850831
0.34,0.844327925502015
0.341,0.8409445822981692
0.342,0.8375280400421418
0.343,0.8340784336131711
0.34400000000000003,0.8305958991958127
0.34500000000000003,0.8270805742745617
0.34600000000000003,0.8235325976284273
0.34700000000000003,0.8199521093254521
0.34800000000000003,0.8163392507171838
0.34900000000000003,0.8126941644330938
0.35000000000000003,0.8090169943749475
0.35100000000000003,0.805307885711122
0.352,0.8015669848708769
0.353,0.7977944395385712
0.354,0.7939903986478355
0.355,0.7901550123756905
0.356,0.786288432136619
0.357,0.7823908105765882
0.358,0.7784623015670235
0.359,0.7745030601987338
0.36,0.7705132427757893
0.361,0.7664930068093498
0.362,0.7624425110114481
0.363,0.758361915288722
0.364,0.754251380736104
0.365,0.7501110696304596
0.366,0.7459411454241822
0.367,0.7417417727387393
0.368,0.7375131173581739
0.369,0.73325534622256
0.37,0.7289686274214114
0.371,0.7246531301870468
0.372,0.720309024887907
0.373,0.7159364830218313
0.374,0.7115356772092855
0.375,0.7071067811865476
0.376,0.7026499697988492
0.377,0.6981654189934726
0.378,0.6936533058128049
0.379,0.6891138083873484
0.38,0.6845471059286888
0.381,0.6799533787224193
0.382,0.6753328081210246
0.383,0.6706855765367201
0.384,0.6660118674342517
0.385,0.6613118653236518
0.386,0.6565857557529564
0.387,0.6518337253008787
0.388,0.6470559615694442
0.389,0.6422526531765845
0.39,0.6374239897486899
0.391,0.6325701619131245
0.392,0.6276913612907006
0.393,0.6227877804881126
0.394,0.6178596130903343
0.395,0.6129070536529764
0.396,0.6079302976946053
0.397,0.6029295416890246
0.398,0.5979049830575187
0.399,0.5928568201610593
0.4,0.5877852522924732
0.401,0.5826904796685761
0.402,0.5775727034222676
0.403,0.5724321255945908
0.404,0.5672689491267564
0.405,0.5620833778521305
0.406,0.5568756164881878
0.40700000000000003,0.55164587062843
0.40800000000000003,0.5463943467342692
0.40900000000000003,0.5411212521268759
0.41000000000000003,0.5358267949789967
0.41100000000000003,0.530511184306734
0.41200000000000003,0.5251746299612956
0.41300000000000003,0.5198173426207093
0.41400000000000003,0.5144395337815063
0.41500000000000004,0.5090414157503711
0.41600000000000004,0.5036232016357606
0.417,0.4981851053394909
0.418,0.49272734154829156
0.419,0.48725012572533266
0.42,0.4817536741017156
0.421,0.4762382036679394
0.422,0.4707039321653328
0.423,0.46515107807745854
0.424,0.459579860621488
0.425,0.45399049973954686
0.426,0.4483832160900323
0.427,0.44275823103890155
0.428,0.4371157666509329
0.429,0.4314560456809593
0.43,0.4257792915650729
0.431,0.42008572841180647
0.432,0.4143755809932843
0.433,0.40864907473634915
0.434,0.40290643571366275
0.435,0.3971478906347806
0.436,0.39137366683720237
0.437,0.3855839922773965
0.438,0.3797790955218014
0.439,0.37395920573780067
0.44,0.36812455268467814
0.441,0.3622753667045458
0.442,0.3564118787132508
0.443,0.350534320191259
0.444,0.34464292317451706
0.445,0.3387379202452913
0.446,0.3328195445229865
0.447,0.32688802965494274
0.448,0.3209436098072097
0.449,0.31498651965530494
0.45,0.3090169943749475
0.451,0.30303526963277405
0.452,0.2970415815770349
0.453,0.29103616682827177
0.454,0.28501926246997605
0.455,0.2789911060392291
0.456,0.27295193551732505
0.457,0.26690198932037573
0.458,0.26084150628989705
0.459,0.25477072568338227
0.46,0.24868988716485482
0.461,0.2425992307954074
0.462,0.2364989970237246
0.463,0.23038942667659046
0.464,0.224270760949381
0.465,0.21814324139654231
0.466,0.2120071099220548
0.467,0.2058626087698814
0.468,0.19970998051440705
0.46900000000000003,0.19354946805086026
0.47000000000000003,0.18738131458572457
0.47100000000000003,0.18120576362713725
0.47200000000000003,0.17502305897527587
0.47300000000000003,0.16883344471273365
0.47400000000000003,0.16263716519488333
0.47500000000000003,0.15643446504023098
0.47600000000000003,0.15022558912075712
0.47700000000000004,0.14401078255225216
0.47800000000000004,0.13779029068463802
0.47900000000000004,0.1315643590922824
0.48,0.12533323356430454
0.481,0.11909716009486998
0.482,0.11285638487348187
0.483,0.10661115427526005
0.484,0.10036171485121498
0.485,0.09410831331851435
0.486,0.08785119655074315
0.487,0.08159061156815792
0.488,0.07532680552793304
0.489,0.06906002571440606
0.49,0.06279051952931358
0.491,0.05651853448202468
0.492,0.05024431817976966
0.493,0.04396811831786495
0.494,0.037690182669934534
0.495,0.031410759078128236
0.496,0.025130095443337813
0.497,0.01884843971540846
0.498,0.012566039883352836
0.499,0.006283143965559127
0.5,1.2246467991473532e-16
0.501,-0.006283143965558882
0.502,-0.012566039883352592
0.503,-0.018848439715408213
0.504,-0.02513009544333757
0.505,-0.031410759078127994
0.506,-0.03769018266993429
0.507,-0.04396811831786471
0.508,-0.05024431817976942
0.509,-0.056518534482024436
0.51,-0.06279051952931335
0.511,-0.06906002571440581
0.512,-0.07532680552793279
0.513,-0.08159061156815768
0.514,-0.0878511965507429
0.515,-0.0941083133185141
0.516,-0.10036171485121473
0.517,-0.1066111542752598
0.518,-0.11285638487348164
0.519,-0.11909716009486973
0.52,-0.12533323356430429
0.521,-0.13156435909228262
0.522,-0.13779029068463822
0.523,-0.14401078255225236
0.524,-0.15022558912075687
0.525,-0.15643446504023073
0.526,-0.16263716519488353
0.527,-0.16883344471273384
0.528,-0.1750230589752761
0.529,-0.18120576362713745
0.53,-0.18738131458572477
0.531,-0.19354946805086046
0.532,-0.19970998051440725
0.533,-0.2058626087698812
0.534,-0.21200710992205454
0.535,-0.2181432413965425
0.536,-0.2242707609493812
0.537,-0.23038942667659065
0.538,-0.2364989970237248
0.539,-0.2425992307954076
0.54,-0.24868988716485502
0.541,-0.25477072568338244
0.542,-0.26084150628989683
0.543,-0.2669019893203755
0.544,-0.2729519355173252
0.545,-0.2789911060392293
0.546,-0.2850192624699762
0.547,-0.291036166828272
0.548,-0.2970415815770351
0.549,-0.3030352696327742
0.55,-0.30901699437494773
0.551,-0.31498651965530516
0.552,-0.3209436098072095
0.553,-0.3268880296549425
0.554,-0.33281954452298673
0.555,-0.3387379202452915
0.556,-0.3446429231745172
0.557,-0.35053432019125924
0.558,-0.356411878713251
0.559,-0.362275366704546
0.56,-0.3681245526846783
0.561,-0.37395920573780045
0.562,-0.37977909552180117
0.5630000000000001,-0.38558399227739665
0.5640000000000001,-0.3913736668372026
0.5650000000000001,-0.3971478906347808
0.5660000000000001,-0.4029064357136629
0.5670000000000001,-0.4086490747363493
0.5680000000000001,-0.4143755809932845
0.5690000000000001,-0.42008572841180664
0.5700000000000001,-0.42577929156507266
0.5710000000000001,-0.4314560456809591
0.5720000000000001,-0.43711576665093305
0.5730000000000001,-0.4427582310389017
0.5740000000000001,-0.44838321609003245
0.5750000000000001,-0.4539904997395471
0.5760000000000001,-0.45957986062148815
0.577,-0.4651510780774579
0.578,-0.4707039321653322
0.579,-0.4762382036679388
0.58,-0.481753674101715
0.581,-0.4872501257253321
0.582,-0.4927273415482914
0.583,-0.4981851053394907
0.584,-0.5036232016357604
0.585,-0.5090414157503709
0.586,-0.5144395337815061
0.587,-0.5198173426207091
0.588,-0.5251746299612954
0.589,-0.5305111843067338
0.59,-0.5358267949789964
0.591,-0.5411212521268757
0.592,-0.546394346734269
0.593,-0.5516458706284298
0.594,-0.5568756164881876
0.595,-0.5620833778521303
0.596,-0.5672689491267562
0.597,-0.5724321255945907
0.598,-0.5775727034222674
0.599,-0.5826904796685759
0.6,-0.587785252292473
0.601,-0.5928568201610591
0.602,-0.5979049830575185
0.603,-0.6029295416890244
0.604,-0.607930297694605
0.605,-0.6129070536529763
0.606,-0.6178596130903341
0.607,-0.6227877804881123
0.608,-0.6276913612907004
0.609,-0.6325701619131244
0.61,-0.6374239897486896
0.611,-0.6422526531765844
0.612,-0.647055961569444
0.613,-0.6518337253008785
0.614,-0.6565857557529562
0.615,-0.6613118653236517
0.616,-0.6660118674342514
0.617,-0.6706855765367199
0.618,-0.6753328081210244
0.619,-0.6799533787224191
0.62,-0.6845471059286887
0.621,-0.6891138083873481
0.622,-0.6936533058128047
0.623,-0.6981654189934725
0.624,-0.7026499697988491
0.625,-0.7071067811865475
0.626,-0.7115356772092852
0.627,-0.7159364830218311
0.628,-0.7203090248879069
0.629,-0.7246531301870467
0.63,-0.7289686274214113
0.631,-0.7332553462225598
0.632,-0.7375131173581737
0.633,-0.7417417727387391
0.634,-0.7459411454241821
0.635,-0.7501110696304595
0.636,-0.7542513807361038
0.637,-0.7583619152887215
0.638,-0.7624425110114479
0.639,-0.7664930068093496
0.64,-0.7705132427757894
0.641,-0.7745030601987337
0.642,-0.7784623015670236
0.643,-0.7823908105765881
0.644,-0.7862884321366186
0.645,-0.7901550123756904
0.646,-0.793990398647835
0.647,-0.7977944395385711
0.648,-0.8015669848708764
0.649,-0.8053078857111221
0.65,-0.8090169943749473
0.651,-0.8126941644330942
0.652,-0.8163392507171839
0.653,-0.819952109325452
0.654,-0.8235325976284275
0.655,-0.8270805742745616
0.656,-0.8305958991958127
0.657,-0.834078433613171
0.658,-0.8375280400421419
0.659,-0.840944582298169
0.66,-0.8443279255020153
0.661,-0.8476779360850832
0.662,-0.8509944817946921
0.663,-0.8542774316992952
0.664,-0.8575266561936521
0.665,-0.8607420270039438
0.666,-0.8639234171928352
0.667,-0.8670707011644903
0.668,-0.8701837546695256
0.669,-0.8732624548099204
0.67,-0.8763066800438636
0.671,-0.8793163101905564
0.672,-0.8822912264349534
0.673,-0.8852313113324551
0.674,-0.8881364488135446
0.675,-0.8910065241883678
0.676,-0.8938414241512639
0.677,-0.8966410367852359
0.678,-0.8994052515663712
0.679,-0.9021339593682028
0.68,-0.9048270524660198
0.681,-0.907484424541117
0.682,-0.9101059706849955
0.683,-0.9126915874035029
0.684,-0.9152411726209175
0.685,-0.9177546256839813
0.686,-0.9202318473658704
0.687,-0.922672739870115
0.6880000000000001,-0.925077206834458
0.6890000000000001,-0.9274451533346615
0.6900000000000001,-0.9297764858882515
0.6910000000000001,-0.9320711124582108
0.6920000000000001,-0.9343289424566121
0.6930000000000001,-0.9365498867481923
0.6940000000000001,-0.9387338576538742
0.6950000000000001,-0.9408807689542255
0.6960000000000001,-0.9429905358928646
0.6970000000000001,-0.9450630751798049
0.6980000000000001,-0.9470983049947445
0.6990000000000001,-0.9490961449902947
0.7000000000000001,-0.9510565162951535
0.7010000000000001,-0.9529793415172189
0.7020000000000001,-0.954864544746643
0.7030000000000001,-0.9567120515588307
0.704,-0.9585217890173756
0.705,-0.960293685676943
0.706,-0.9620276715860857
0.707,-0.9637236782900096
0.708,-0.9653816388332738
0.709,-0.967001487762435
0.71,-0.968583161128631
0.711,-0.9701265964901058
0.712,-0.9716317329146739
0.713,-0.9730985109821264
0.714,-0.9745268727865771
0.715,-0.9759167619387472
0.716,-0.9772681235681934
0.717,-0.978580904325472
0.718,-0.9798550523842469
0.719,-0.981090517443334
0.72,-0.9822872507286887
0.721,-0.9834452049953296
0.722,-0.9845643345292054
0.723,-0.9856445951489979
0.724,-0.9866859442078679
0.725,-0.9876883405951377
0.726,-0.988651744737914
0.727,-0.9895761186026509
0.728,-0.9904614256966512
0.729,-0.9913076310695066
0.73,-0.9921147013144778
0.731,-0.9928826045698137
0.732,-0.9936113105200084
0.733,-0.9943007903969988
0.734,-0.9949510169813002
0.735,-0.99556196460308
0.736,-0.9961336091431725
0.737,-0.9966659280340299
0.738,-0.9971589002606139
0.739,-0.9976125063612252
0.74,-0.9980267284282716
0.741,-0.998401550108975
0.742,-0.9987369566060175
0.743,-0.9990329346781247
0.744,-0.9992894726405892
0.745,-0.9995065603657316
0.746,-0.9996841892832999
0.747,-0.999822352380809
0.748,-0.9999210442038161
0.749,-0.9999802608561371
0.75,-1.0
0.751,-0.9999802608561371
0.752,-0.9999210442038161
0.753,-0.999822352380809
0.754,-0.9996841892832999
0.755,-0.9995065603657316
0.756,-0.9992894726405892
0.757,-0.9990329346781247
0.758,-0.9987369566060175
0.759,-0.998401550108975
0.76,-0.9980267284282716
0.761,-0.9976125063612252
0.762,-0.9971589002606139
0.763,-0.9966659280340299
0.764,-0.9961336091431725
0.765,-0.99556196460308
0.766,-0.9949510169813002
0.767,-0.9943007903969988
0.768,-0.9936113105200084
0.769,-0.9928826045698137
0.77,-0.9921147013144779
0.771,-0.9913076310695066
0.772,-0.9904614256966512
0.773,-0.989576118602651
0.774,-0.988651744737914
0.775,-0.9876883405951378
0.776,-0.986685944207868
0.777,-0.985644595148998
0.778,-0.9845643345292054
0.779,-0.9834452049953297
0.78,-0.9822872507286887
0.781,-0.9810905174433341
0.782,-0.979855052384247
0.783,-0.9785809043254721
0.784,-0.9772681235681935
0.785,-0.9759167619387473
0.786,-0.9745268727865771
0.787,-0.9730985109821264
0.788,-0.971631732914674
0.789,-0.9701265964901059
0.79,-0.9685831611286311
0.791,-0.9670014877624351
0.792,-0.9653816388332738
0.793,-0.9637236782900097
0.794,-0.9620276715860858
0.795,-0.9602936856769431
0.796,-0.9585217890173757
0.797,-0.9567120515588304
0.798,-0.9548645447466431
0.799,-0.9529793415172187
0.8,-0.9510565162951536
0.801,-0.9490961449902945
0.802,-0.9470983049947443
0.803,-0.9450630751798047
0.804,-0.9429905358928644
0.805,-0.9408807689542253
0.806,-0.9387338576538741
0.807,-0.9365498867481924
0.808,-0.9343289424566119
0.809,-0.9320711124582111
0.81,-0.9297764858882512
0.811,-0.9274451533346614
0.812,-0.9250772068344579
0.8130000000000001,-0.9226727398701148
0.8140000000000001,-0.9202318473658702
0.8150000000000001,-0.917754625683981
0.8160000000000001,-0.9152411726209176
0.8170000000000001,-0.9126915874035028
0.8180000000000001,-0.9101059706849958
0.8190000000000001,-0.9074844245411168
0.8200000000000001,-0.9048270524660196
0.8210000000000001,-0.9021339593682026
0.8220000000000001,-0.899405251566371
0.8230000000000001,-0.8966410367852357
0.8240000000000001,-0.8938414241512637
0.8250000000000001,-0.891006524188368
0.8260000000000001,-0.8881364488135444
0.8270000000000001,-0.8852313113324553
0.8280000000000001,-0.8822912264349531
0.8290000000000001,-0.8793163101905562
0.8300000000000001,-0.8763066800438634
0.8310000000000001,-0.8732624548099202
0.8320000000000001,-0.8701837546695254
0.833,-0.8670707011644904
0.834,-0.8639234171928354
0.835,-0.8607420270039439
0.836,-0.8575266561936523
0.837,-0.8542774316992954
0.838,-0.8509944817946923
0.839,-0.8476779360850835
0.84,-0.8443279255020155
0.841,-0.8409445822981693
0.842,-0.8375280400421421
0.843,-0.8340784336131712
0.844,-0.8305958991958129
0.845,-0.8270805742745618
0.846,-0.8235325976284277
0.847,-0.8199521093254523
0.848,-0.8163392507171842
0.849,-0.8126941644330944
0.85,-0.8090169943749476
0.851,-0.8053078857111223
0.852,-0.8015669848708766
0.853,-0.7977944395385713
0.854,-0.7939903986478354
0.855,-0.7901550123756906
0.856,-0.7862884321366188
0.857,-0.7823908105765883
0.858,-0.7784623015670239
0.859,-0.7745030601987339
0.86,-0.7705132427757896
0.861,-0.7664930068093498
0.862,-0.7624425110114482
0.863,-0.7583619152887218
0.864,-0.754251380736104
0.865,-0.7501110696304595
0.866,-0.7459411454241823
0.867,-0.7417417727387396
0.868,-0.737513117358174
0.869,-0.7332553462225604
0.87,-0.7289686274214116
0.871,-0.7246531301870469
0.872,-0.7203090248879068
0.873,-0.7159364830218313
0.874,-0.7115356772092852
0.875,-0.7071067811865477
0.876,-0.7026499697988496
0.877,-0.6981654189934727
0.878,-0.6936533058128054
0.879,-0.6891138083873485
0.88,-0.684547105928689
0.881,-0.6799533787224191
0.882,-0.6753328081210246
0.883,-0.6706855765367199
0.884,-0.6660118674342518
0.885,-0.6613118653236523
0.886,-0.6565857557529565
0.887,-0.6518337253008791
0.888,-0.6470559615694443
0.889,-0.6422526531765846
0.89,-0.6374239897486896
0.891,-0.6325701619131247
0.892,-0.6276913612907002
0.893,-0.6227877804881126
0.894,-0.6178596130903348
0.895,-0.6129070536529765
0.896,-0.6079302976946057
0.897,-0.6029295416890247
0.898,-0.5979049830575192
0.899,-0.5928568201610591
0.9,-0.5877852522924734
0.901,-0.5826904796685758
0.902,-0.5775727034222677
0.903,-0.5724321255945913
0.904,-0.5672689491267565
0.905,-0.5620833778521309
0.906,-0.556875616488188
0.907,-0.5516458706284305
0.908,-0.5463943467342689
0.909,-0.541121252126876
0.91,-0.5358267949789963
0.911,-0.5305111843067342
0.912,-0.5251746299612954
0.913,-0.5198173426207094
0.914,-0.5144395337815068
0.915,-0.5090414157503712
0.916,-0.503623201635761
0.917,-0.4981851053394906
0.918,-0.4927273415482917
0.919,-0.487250125725332
0.92,-0.4817536741017153
0.921,-0.47623820366793873
0.922,-0.4707039321653325
0.923,-0.46515107807745865
0.924,-0.4595798606214877
0.925,-0.45399049973954697
0.926,-0.448383216090032
0.927,-0.44275823103890166
0.928,-0.43711576665093255
0.929,-0.43145604568095897
0.93,-0.4257792915650722
0.931,-0.4200857284118062
0.932,-0.4143755809932844
0.933,-0.40864907473634887
0.934,-0.40290643571366286
0.935,-0.39714789063478034
0.936,-0.3913736668372025
0.937,-0.38558399227739615
0.9380000000000001,-0.3797790955218011
0.9390000000000001,-0.37395920573779995
0.9400000000000001,-0.36812455268467786
0.9410000000000001,-0.3622753667045459
0.9420000000000001,-0.3564118787132505
0.9430000000000001,-0.3505343201912592
0.9440000000000001,-0.3446429231745167
0.9450000000000001,-0.3387379202452914
0.9460000000000001,-0.33281954452298623
0.9470000000000001,-0.3268880296549424
0.9480000000000001,-0.320943609807209
0.9490000000000001,-0.31498651965530466
0.9500000000000001,-0.3090169943749477
0.9510000000000001,-0.3030352696327737
0.9520000000000001,-0.29704158157703503
0.9530000000000001,-0.2910361668282715
0.9540000000000001,-0.28501926246997616
0.9550000000000001,-0.2789911060392288
0.9560000000000001,-0.27295193551732516
0.9570000000000001,-0.266901989320375
0.9580000000000001,-0.2608415062898968
0.9590000000000001,-0.2547707256833824
0.96,-0.24868988716485535
0.961,-0.24259923079540752
0.962,-0.23649899702372515
0.963,-0.23038942667659143
0.964,-0.22427076094938156
0.965,-0.2181432413965433
0.966,-0.2120071099220549
0.967,-0.20586260876988197
0.968,-0.1997099805144072
0.969,-0.19354946805086082
0.97,-0.18738131458572468
0.971,-0.1812057636271378
0.972,-0.175023058975276
0.973,-0.1688334447127342
0.974,-0.16263716519488433
0.975,-0.1564344650402311
0.976,-0.15022558912075767
0.977,-0.1440107825522523
0.978,-0.13779029068463858
0.979,-0.13156435909228253
0.98,-0.12533323356430465
0.981,-0.11909716009486966
0.982,-0.112856384873482
0.983,-0.1066111542752606
0.984,-0.10036171485121509
0.985,-0.09410831331851491
0.986,-0.08785119655074328
0.987,-0.08159061156815804
0.988,-0.07532680552793272
0.989,-0.06906002571440618
0.99,-0.06279051952931326
